survey3,HHID3,IndID3,mainActivity,mainmode,numAccomp,parkType,wf3,TrvlTime,TrvlDist,StayTime
bsh,1001160,1,1,10,2,9,25.348415,1.01667,0.501631,671.967
bsh,1001160,2,1,0,1,9,25.348415,,,910.933
bsh,1001160,2,6,10,3,9,25.348415,9.91667,3.46413,79.3833
bsh,1001160,2,6,10,3,9,25.348415,2.76667,0.446019,15.3833
bsh,1001160,2,1,10,3,9,25.348415,9.86667,3.83873,411.717
bsh,1001160,3,1,0,1,9,25.348415,,,274.983
bsh,1001160,3,4,11,3,9,25.348415,1.01667,0.501631,354
bsh,1001160,3,1,1,1,9,25.348415,7,0.501631,273
bsh,1001160,3,11,11,3,9,25.348415,10.85,3.46413,79.3833
bsh,1001160,3,11,11,3,9,25.348415,2.76667,0.446019,15.3833
bsh,1001160,3,1,11,3,9,25.348415,9.86667,3.83873,411.717
bsh,1001160,4,1,0,1,9,25.348415,,,274.983
bsh,1001160,4,4,11,3,9,25.348415,1.01667,0.501631,490.983
bsh,1001160,4,1,11,2,9,25.348415,1.01667,0.501631,142
bsh,1001160,4,11,11,3,9,25.348415,10.85,3.46413,79.3833
bsh,1001160,4,11,11,3,9,25.348415,2.76667,0.446019,15.3833
bsh,1001160,4,1,11,3,9,25.348415,9.86667,3.83873,411.717
bsh,1001160,5,1,0,1,9,25.348415,,,274.983
bsh,1001160,5,4,11,3,9,25.348415,1.01667,0.501631,490.983
bsh,1001160,5,1,11,2,9,25.348415,1.01667,0.501631,142
bsh,1001160,5,11,11,3,9,25.348415,10.85,3.46413,79.3833
bsh,1001160,5,11,11,3,9,25.348415,2.76667,0.446019,15.3833
bsh,1001160,5,1,11,3,9,25.348415,9.86667,3.83873,411.717
bsh,1001180,1,1,0,1,9,25.348415,,,492
bsh,1001180,1,8,1,1,9,25.348415,1.98333,0.178484,24.0167
bsh,1001180,1,1,1,1,9,25.348415,1.98333,0.178484,919
bsh,1001180,2,1,0,1,9,25.348415,,,1439.97
bsh,1001180,3,1,0,1,9,25.348415,,,347.467
bsh,1001180,3,3,10,1,9,25.348415,6.18333,2.27467,4.16667
bsh,1001180,3,3,10,1,9,25.348415,2.41667,1.80194,239.75
bsh,1001180,3,1,10,1,9,25.348415,10,3.58638,829.983
bsh,1001180,4,1,0,1,9,25.348415,,,1439.97
bsh,1001180,5,1,0,1,9,25.348415,,,1439.97
bsh,1001200,1,1,0,1,9,25.348415,,,272.017
bsh,1001200,1,11,10,4,9,25.348415,10.6667,2.69846,1.45
bsh,1001200,1,11,10,3,9,25.348415,3.05,0.484012,0.783333
bsh,1001200,1,6,10,1,9,25.348415,11.1833,2.20095,44.8
bsh,1001200,1,5,10,1,9,25.348415,3.46667,0.946126,18.0167
bsh,1001200,1,1,10,1,9,25.348415,6.66667,2.7219,133.083
bsh,1001200,1,6,10,1,9,25.348415,7.08333,2.7666,59.7
bsh,1001200,1,1,10,1,9,25.348415,5.56667,2.7666,179.733
bsh,1001200,1,11,10,1,9,25.348415,8.46667,2.72766,3.8
bsh,1001200,1,11,10,2,9,25.348415,4.66667,0.63025,18.3667
bsh,1001200,1,9,10,4,9,25.348415,8.06667,1.87369,65.3667
bsh,1001200,1,1,10,4,9,25.348415,10.0833,2.61821,563.883
bsh,1001200,2,1,0,1,9,25.348415,,,272.167
bsh,1001200,2,2,11,4,9,25.348415,12.5333,2.69846,484.833
bsh,1001200,2,11,11,2,9,25.348415,4.66667,0.610377,18.3333
bsh,1001200,2,9,11,4,9,25.348415,8.11667,1.87369,66.1833
bsh,1001200,2,1,11,4,9,25.348415,9.83333,2.61821,563.3
bsh,1001200,3,1,0,1,9,25.348415,,,271.983
bsh,1001200,3,11,11,4,9,25.348415,10.7,2.69846,1.45
bsh,1001200,3,4,11,3,9,25.348415,3.05,0.484012,332.817
bsh,1001200,3,7,1,1,9,25.348415,5,0.177012,167
bsh,1001200,3,9,11,4,9,25.348415,8.63333,1.87369,65.3667
bsh,1001200,3,1,11,4,9,25.348415,10.0833,2.61821,563.883
bsh,1001200,4,1,0,1,9,25.348415,,,271.983
bsh,1001200,4,11,11,4,9,25.348415,10.7,2.69846,1.45
bsh,1001200,4,4,11,3,9,25.348415,3.05,0.484012,442.817
bsh,1001200,4,7,1,1,9,25.348415,4.98333,0.177012,57.0167
bsh,1001200,4,9,11,4,9,25.348415,8.63333,1.87369,65.3667
bsh,1001200,4,1,11,4,9,25.348415,10.0833,2.61821,563.883
bsh,1001200,5,1,0,1,9,25.348415,,,271.983
bsh,1001200,5,11,11,4,9,25.348415,10.7,2.69846,1.45
bsh,1001200,5,11,11,3,9,25.348415,3.05,0.484012,0.783333
bsh,1001200,5,11,11,1,9,25.348415,11.1833,2.20095,44.8
bsh,1001200,5,11,11,1,9,25.348415,3.46667,0.946126,18.0167
bsh,1001200,5,1,11,1,9,25.348415,6.66667,2.7219,133.083
bsh,1001200,5,11,11,1,9,25.348415,7.08333,2.7666,59.7
bsh,1001200,5,1,11,1,9,25.348415,5.56667,2.7666,179.733
bsh,1001200,5,11,11,1,9,25.348415,8.46667,2.72766,3.8
bsh,1001200,5,11,11,2,9,25.348415,4.66667,0.63025,18.3667
bsh,1001200,5,9,11,4,9,25.348415,8.06667,1.87369,65.3667
bsh,1001200,5,1,11,4,9,25.348415,10.0833,2.61821,563.883
bsh,1001210,1,1,0,1,9,25.348415,,,254.1
bsh,1001210,1,11,10,1,9,25.348415,27.1667,18.5,4.23333
bsh,1001210,1,3,10,1,9,25.348415,5.06667,0.848329,270.417
bsh,1001210,1,11,10,0,9,25.348415,4,0.848329,1.01667
bsh,1001210,1,1,10,1,9,25.348415,29.0333,18.5,109.967
bsh,1001210,1,5,10,1,9,25.348415,9.81667,4.2489,65.1667
bsh,1001210,1,1,10,1,9,25.348415,15.0167,4.2489,60
bsh,1001210,1,11,10,1,9,25.348415,8,1.90588,2
bsh,1001210,1,1,10,1,9,25.348415,7,1.90588,81.9833
bsh,1001210,1,11,10,1,9,25.348415,9.45,1.90588,2.15
bsh,1001210,1,11,10,2,9,25.348415,0.4,0.336185,5.01667
bsh,1001210,1,1,10,1,9,25.348415,9,2.22614,133
bsh,1001210,1,7,10,1,9,25.348415,7,1.43997,64.9833
bsh,1001210,1,11,10,1,9,25.348415,7.01667,3.44344,1
bsh,1001210,1,1,10,1,9,25.348415,11.7,2.22614,235.267
bsh,1001210,2,1,0,1,9,25.348415,,,287
bsh,1001210,2,2,3,1,9,25.348415,19.4167,1.78842,444.733
bsh,1001210,2,1,3,1,9,25.348415,13.85,1.78842,189.583
bsh,1001210,2,11,11,1,9,25.348415,8.85,1.90588,2.15
bsh,1001210,2,9,11,2,9,25.348415,0.4,0.336185,227.25
bsh,1001210,2,1,11,1,9,25.348415,11.4667,2.22614,235.267
bsh,1001210,3,1,0,1,9,25.348415,,,255.317
bsh,1001210,3,4,11,1,9,25.348415,25.9333,18.5,283.733
bsh,1001210,3,1,11,1,9,25.348415,30.05,18.5,259.967
bsh,1001210,3,9,11,1,9,25.348415,8,1.90588,102
bsh,1001210,3,11,11,2,9,25.348415,0.983333,0.336185,5.01667
bsh,1001210,3,1,11,1,9,25.348415,9,2.22614,458.983
bsh,1001240,1,1,0,1,9,25.348415,,,264.55
bsh,1001240,1,2,7,1,9,25.348415,80.45,72.9597,1094.97
bsh,1001240,2,1,0,1,9,25.348415,,,139.983
bsh,1001240,2,2,9,1,9,25.348415,20.4667,3.16231,969.533
bsh,1001240,2,1,9,1,9,25.348415,20,3.16231,289
bsh,1001240,3,1,0,1,9,25.348415,,,300
bsh,1001240,3,4,10,1,9,25.348415,15,2.62256,405
bsh,1001240,3,6,10,1,9,25.348415,8,1.59225,331.983
bsh,1001240,3,1,10,1,9,25.348415,16,3.16441,363
bsh,1001270,1,1,0,1,9,25.348415,,,300
bsh,1001270,1,2,10,1,9,25.348415,21.3333,4.0343,495.667
bsh,1001270,1,1,10,1,9,25.348415,15.6333,4.0343,79.8667
bsh,1001270,1,7,10,1,9,25.348415,8.61667,3.00254,93.55
bsh,1001270,1,1,10,1,9,25.348415,8.6,3.00254,416.7
bsh,1001270,2,1,0,1,9,25.348415,,,210
bsh,1001270,2,2,9,1,9,25.348415,60,38.763,689.983
bsh,1001270,2,1,9,1,9,25.348415,60.0167,38.763,29.9833
bsh,1001270,2,6,10,1,9,25.348415,15.0167,3.59025,19.9833
bsh,1001270,2,1,10,1,9,25.348415,10,3.59025,344
bsh,1001270,3,1,0,1,9,25.348415,,,300
bsh,1001270,3,4,11,1,9,25.348415,21.65,4.0343,495.35
bsh,1001270,3,1,11,1,9,25.348415,15.05,4.0343,607.917
bsh,1001300,1,1,0,1,9,19.562874,,,464.983
bsh,1001300,1,4,2,1,9,19.562874,14.8333,0.996508,271.167
bsh,1001300,1,5,2,1,9,19.562874,2.86667,0.143699,0.233333
bsh,1001300,1,1,2,1,9,19.562874,9.9,0.875364,675
bsh,1001300,2,1,0,1,9,19.562874,,,508
bsh,1001300,2,5,3,1,9,19.562874,28.65,3.09852,43.35
bsh,1001300,2,5,8,1,9,19.562874,8.76667,1.48989,26.1
bsh,1001300,2,4,3,1,9,19.562874,19.6667,2.22916,385.467
bsh,1001300,2,10,1,1,9,19.562874,2,0.296435,123
bsh,1001300,2,1,11,1,9,19.562874,12,0.879342,281.983
bsh,1001310,1,1,0,1,9,19.562874,,,229.983
bsh,1001310,1,2,10,1,9,19.562874,19.0333,15.3902,595.983
bsh,1001310,1,1,10,1,9,19.562874,24.9833,15.3902,569
bsh,1001310,2,1,0,1,9,19.562874,,,533.517
bsh,1001310,2,11,10,1,9,19.562874,7.78333,1.95492,4.45
bsh,1001310,2,1,10,1,9,19.562874,9.81667,1.95492,4.96667
bsh,1001310,2,6,10,1,9,19.562874,5.88333,1.94762,5.9
bsh,1001310,2,5,10,1,9,19.562874,8.83333,2.52514,40.4667
bsh,1001310,2,5,10,1,9,19.562874,5.13333,0.400708,87.2167
bsh,1001310,2,11,10,1,9,19.562874,12.95,3.05242,140.5
bsh,1001310,2,1,10,1,9,19.562874,8.51667,1.95492,4.3
bsh,1001310,2,8,10,1,9,19.562874,6.71667,0.652672,15.65
bsh,1001310,2,10,10,1,9,19.562874,1.53333,0.718945,66.1167
bsh,1001310,2,1,10,1,9,19.562874,6.58333,1.3543,463.133
bsh,1001320,1,1,0,1,9,43.878876,,,316.983
bsh,1001320,1,5,10,2,9,43.878876,1.43333,0.384039,4.58333
bsh,1001320,1,11,10,2,9,43.878876,0.983333,0.328457,4.01667
bsh,1001320,1,11,10,1,9,43.878876,8.06667,1.8761,5.21667
bsh,1001320,1,1,10,1,9,43.878876,5.58333,1.3978,272.117
bsh,1001320,1,11,10,1,9,43.878876,3.98333,0.54984,13.0333
bsh,1001320,1,1,10,1,9,43.878876,3.3,0.54984,799.683
bsh,1001320,2,1,0,1,9,43.878876,,,218.467
bsh,1001320,2,2,8,1,9,43.878876,15.9833,20.1572,1205.52
bsh,1001320,3,1,0,1,9,43.878876,,,303.183
bsh,1001320,3,4,8,1,9,43.878876,14.0167,4.11163,432.8
bsh,1001320,3,11,8,1,9,43.878876,19.2333,5.50943,26.2833
bsh,1001320,3,8,8,1,9,43.878876,6.06667,1.78752,17.35
bsh,1001320,3,1,8,1,9,43.878876,3.03333,0.589993,618
bsh,1001320,4,1,0,1,9,43.878876,,,1438.98
bsh,1001320,5,1,0,1,9,43.878876,,,316.983
bsh,1001320,5,11,11,2,9,43.878876,1.43333,0.384039,4.58333
bsh,1001320,5,4,11,2,9,43.878876,0.983333,0.328457,312.017
bsh,1001320,5,1,11,1,9,43.878876,3.3,0.49685,799.683
bsh,1001320,6,1,0,1,9,43.878876,,,316.983
bsh,1001320,6,5,11,2,9,43.878876,1.43333,0.384039,4.58333
bsh,1001320,6,11,11,2,9,43.878876,0.983333,0.328457,4.01667
bsh,1001320,6,4,11,1,9,43.878876,8.06667,1.8761,458.933
bsh,1001320,6,8,8,1,9,43.878876,6.58333,1.78752,17.35
bsh,1001320,6,1,8,1,9,43.878876,3.03333,0.589993,618
bsh,1001330,1,1,0,1,9,43.878876,,,235
bsh,1001330,1,11,10,1,9,43.878876,8.75,2.7445,0.65
bsh,1001330,1,2,10,1,9,43.878876,9.16667,2.13269,547.783
bsh,1001330,1,7,10,1,9,43.878876,9.73333,2.3149,64.55
bsh,1001330,1,1,10,1,9,43.878876,5.36667,1.28445,59.9833
bsh,1001330,1,9,10,0,9,43.878876,4.83333,0.965724,0.183333
bsh,1001330,1,6,10,0,9,43.878876,11.3,2.54238,2.36667
bsh,1001330,1,1,10,0,9,43.878876,10.3167,2.93873,49.5167
bsh,1001330,1,5,10,0,9,43.878876,0.75,0.237254,17.7167
bsh,1001330,1,11,10,2,9,43.878876,2.86667,1.01064,2.33333
bsh,1001330,1,1,10,1,9,43.878876,3.63333,1.21516,392.183
bsh,1001330,2,1,0,1,9,43.878876,,,278.15
bsh,1001330,2,8,10,1,9,43.878876,8.93333,1.54617,15.4667
bsh,1001330,2,8,10,1,9,43.878876,10.4,2.25852,29.3833
bsh,1001330,2,5,10,0,9,43.878876,4.66667,0.572338,3.76667
bsh,1001330,2,6,10,0,9,43.878876,9.01667,2.74907,33.85
bsh,1001330,2,1,10,1,9,43.878876,9.45,1.85361,1035.9
bsh,1001330,3,1,0,1,9,43.878876,,,1015.97
bsh,1001330,3,5,1,1,9,43.878876,7.03333,0.241101,13.9833
bsh,1001330,3,11,11,2,9,43.878876,3.88333,1.0106,2.3
bsh,1001330,3,1,11,1,9,43.878876,3.71667,1.21516,393.083
bsh,1001330,4,1,0,1,9,43.878876,,,236.533
bsh,1001330,4,2,11,1,9,43.878876,7.16667,2.91572,531.317
bsh,1001330,4,1,9,1,9,43.878876,7.5,2.91572,657.45
bsh,1001330,5,1,0,1,9,43.878876,,,281.983
bsh,1001330,5,4,1,0,9,43.878876,18.0167,0.547672,225
bsh,1001330,5,5,1,1,9,43.878876,5,0.343405,8.98333
bsh,1001330,5,1,1,1,9,43.878876,4.01667,0.21887,896.967
bsh,1001330,6,1,0,1,9,43.878876,,,300.983
bsh,1001330,6,4,1,1,9,43.878876,9.01667,0.547672,147.183
bsh,1001330,6,1,1,1,9,43.878876,0.816667,0.547672,981.967
bsh,1001430,1,1,0,1,9,37.040001,,,260.017
bsh,1001430,1,11,1,5,9,37.040001,3.98333,0.242632,27.2167
bsh,1001430,1,2,9,20,9,37.040001,15.1833,15.3783,550.267
bsh,1001430,1,12,9,18,9,37.040001,21.3333,15.3937,0.983333
bsh,1001430,1,1,1,0,9,37.040001,4,0.225199,556.983
bsh,1001530,1,1,0,1,9,43.878876,,,229.45
bsh,1001530,1,6,10,1,9,43.878876,3.56667,0.256668,38.9667
bsh,1001530,1,2,10,1,9,43.878876,28.9167,5.42103,386.333
bsh,1001530,1,8,10,1,9,43.878876,12.0167,4.05638,42.5
bsh,1001530,1,6,10,1,9,43.878876,8.9,3.58939,20.6333
bsh,1001530,1,1,10,1,9,43.878876,11.3,3.93744,117.033
bsh,1001530,1,11,10,2,9,43.878876,5.28333,1.95311,0.183333
bsh,1001530,1,11,10,1,9,43.878876,3.53333,1.60858,0.316667
bsh,1001530,1,7,10,1,9,43.878876,7.06667,2.93401,44.3
bsh,1001530,1,11,10,1,9,43.878876,9.93333,4.52601,21.75
bsh,1001530,1,6,10,1,9,43.878876,6.18333,1.46346,4.13333
bsh,1001530,1,1,10,1,9,43.878876,3.7,0.835579,82
bsh,1001530,1,11,10,1,9,43.878876,6,2.22097,0.983333
bsh,1001530,1,1,10,1,9,43.878876,11.0167,2.22097,332.983
bsh,1001530,2,1,0,1,9,43.878876,,,260
bsh,1001530,2,2,9,1,9,43.878876,37.0333,32.9193,369.95
bsh,1001530,2,1,9,1,9,43.878876,89.0167,32.9193,683.967
bsh,1001530,3,1,0,1,9,43.878876,,,899.2
bsh,1001530,3,11,11,2,9,43.878876,5.76667,1.95311,0.183333
bsh,1001530,3,7,11,1,9,43.878876,2.85,1.67401,186.983
bsh,1001530,3,1,11,1,9,43.878876,11.6167,2.22097,332.383
bsh,1001530,4,1,0,1,9,43.878876,,,270
bsh,1001530,4,4,3,1,9,43.878876,10,2.82793,409.983
bsh,1001530,4,1,3,1,9,43.878876,30.0167,2.82793,718.983
bsh,1001530,5,1,0,1,9,43.878876,,,270
bsh,1001530,5,4,3,1,9,43.878876,10,2.74327,470
bsh,1001530,5,1,3,1,9,43.878876,29.9833,2.74327,120.017
bsh,1001530,5,4,11,2,9,43.878876,4,1.95311,87.9833
bsh,1001530,5,11,11,1,9,43.878876,6.01667,1.46488,3.98333
bsh,1001530,5,1,11,1,9,43.878876,4.01667,0.835579,432.983
bsh,1001530,6,1,0,1,9,43.878876,,,239.983
bsh,1001530,6,4,9,1,9,43.878876,50.0167,2.824,399.983
bsh,1001530,6,1,9,1,9,43.878876,30.0167,2.824,719.967
bsh,1001550,1,1,0,1,9,48.813015,,,238.333
bsh,1001550,1,11,10,1,9,48.813015,9.9,2.86849,22.55
bsh,1001550,1,2,10,1,9,48.813015,3.2,0.554055,1165
bsh,1001550,2,1,0,1,9,48.813015,,,238
bsh,1001550,2,2,11,1,9,48.813015,10.2833,2.86849,232.467
bsh,1001550,2,1,10,1,9,48.813015,16.4833,2.86849,942.733
bsh,1001550,3,1,0,1,9,48.813015,,,600.483
bsh,1001550,3,2,10,1,9,48.813015,68.35,79.4289,90.0333
bsh,1001550,3,1,10,1,9,48.813015,72.9333,79.4289,63.9167
bsh,1001550,3,10,10,1,9,48.813015,7.61667,1.94087,145.983
bsh,1001550,3,1,10,0,9,48.813015,6.38333,1.94087,1.3
bsh,1001550,3,5,10,1,9,48.813015,14.1,4.24532,120.6
bsh,1001550,3,1,10,1,9,48.813015,9.55,4.24532,8.78333
bsh,1001550,3,5,10,1,9,48.813015,4.4,2.19672,10.3833
bsh,1001550,3,7,10,1,9,48.813015,2.55,0.483203,211.617
bsh,1001550,4,1,0,1,9,48.813015,,,1438.98
bsh,1001590,1,1,0,1,9,48.813015,,,276
bsh,1001590,1,11,11,2,9,48.813015,2,0.13617,2.48333
bsh,1001590,1,2,11,1,9,48.813015,10.2667,5.92385,415.233
bsh,1001590,1,1,11,1,9,48.813015,26.5333,5.99698,707.45
bsh,1001590,2,1,0,1,9,48.813015,,,276
bsh,1001590,2,11,10,2,9,48.813015,2,0.13617,2.53333
bsh,1001590,2,11,10,1,9,48.813015,8.46667,5.94124,1
bsh,1001590,2,2,10,1,9,48.813015,6,2.50035,53.3333
bsh,1001590,2,2,10,1,9,48.813015,30.3167,26.7013,36.7333
bsh,1001590,2,2,10,1,9,48.813015,26.15,17.8951,29.3833
bsh,1001590,2,2,10,1,9,48.813015,18.5333,17.2503,7.86667
bsh,1001590,2,6,10,1,9,48.813015,3.6,1.27404,43.9167
bsh,1001590,2,1,10,1,9,48.813015,9.18333,5.67121,45.5333
bsh,1001590,2,3,10,1,9,48.813015,7.41667,2.37361,94.0167
bsh,1001590,2,11,10,0,9,48.813015,13.7167,3.63913,1.08333
bsh,1001590,2,1,10,1,9,48.813015,12.6333,5.93764,0.583333
bsh,1001590,2,7,10,1,9,48.813015,2.51667,1.20951,12.8167
bsh,1001590,2,1,10,0,9,48.813015,10.6667,1.20951,126.933
bsh,1001590,2,7,10,1,9,48.813015,18.2833,4.15214,223.217
bsh,1001590,2,1,10,1,9,48.813015,20.3333,4.15214,295.2
bsh,1001590,3,1,0,1,9,48.813015,,,260
bsh,1001590,3,11,11,2,9,48.813015,15.0333,4.05366,2.28333
bsh,1001590,3,4,11,1,9,48.813015,2.28333,0.96296,414.4
bsh,1001590,3,1,3,0,9,48.813015,27.9833,3.11051,717
bsh,1001590,4,1,0,1,9,48.813015,,,255
bsh,1001590,4,4,9,1,9,48.813015,29.9833,5.90126,405
bsh,1001590,4,1,9,1,9,48.813015,40.0167,5.90126,708.983
bsh,1001590,5,1,0,1,9,48.813015,,,260
bsh,1001590,5,4,11,2,9,48.813015,14.9833,4.5912,355.017
bsh,1001590,5,1,11,1,9,48.813015,20,4.5912,788.983
bsh,1001590,6,1,0,1,9,48.813015,,,276
bsh,1001590,6,4,11,2,9,48.813015,2,0.13617,442
bsh,1001590,6,1,1,1,9,48.813015,4.98333,0.13617,714
bsh,1001600,1,1,0,1,9,48.813015,,,256.567
bsh,1001600,1,11,10,1,9,48.813015,5.18333,1.20769,0.2
bsh,1001600,1,1,10,1,9,48.813015,3.05,1.20769,169.85
bsh,1001600,1,6,10,1,9,48.813015,6.73333,3.05191,4.7
bsh,1001600,1,6,10,1,9,48.813015,8.56667,2.90271,69.3833
bsh,1001600,1,1,10,1,9,48.813015,14.3,5.99254,63.4667
bsh,1001600,1,11,10,1,9,48.813015,7.98333,4.21971,2.01667
bsh,1001600,1,1,10,1,9,48.813015,11,4.18719,34.9833
bsh,1001600,1,11,10,1,9,48.813015,2.86667,1.20769,6.16667
bsh,1001600,1,1,10,1,9,48.813015,4.13333,1.24847,314.883
bsh,1001600,1,7,10,1,9,48.813015,5.35,3.13622,43
bsh,1001600,1,1,10,1,9,48.813015,6.16667,3.13622,398.433
bsh,1001600,2,1,0,1,9,48.813015,,,258
bsh,1001600,2,2,11,1,9,48.813015,10,1.31547,397
bsh,1001600,2,1,11,1,9,48.813015,6.15,1.31547,261.85
bsh,1001600,2,8,10,1,9,48.813015,4.16667,0.59855,20.8833
bsh,1001600,2,5,10,1,9,48.813015,2.65,0.458533,9.28333
bsh,1001600,2,1,10,1,9,48.813015,4.01667,1.05208,464.983
bsh,1001600,3,1,0,1,9,48.813015,,,136.9
bsh,1001600,3,2,9,1,9,48.813015,90.9833,58.7783,522.117
bsh,1001600,3,1,9,1,9,48.813015,77.9,58.7783,304.917
bsh,1001600,3,7,10,1,9,48.813015,3.76667,1.8558,141.567
bsh,1001600,3,1,10,1,9,48.813015,8.66667,1.8558,153.15
bsh,1001620,1,1,0,1,9,48.813015,,,287.983
bsh,1001620,1,11,10,4,9,48.813015,7.93333,1.43693,2.06667
bsh,1001620,1,5,10,1,9,48.813015,3.76667,1.37577,5.15
bsh,1001620,1,2,10,0,9,48.813015,17.0833,4.12142,334.833
bsh,1001620,1,1,10,1,9,48.813015,8.48333,4.31068,771.683
bsh,1001620,2,2,0,1,9,48.813015,,,12.9167
bsh,1001620,2,2,1,1,9,48.813015,2.6,0.064521,331.483
bsh,1001620,2,11,10,1,9,48.813015,0.916667,53.4794,7.7
bsh,1001620,2,1,10,1,9,48.813015,11.2833,4.39306,1072.08
bsh,1001620,3,1,0,1,9,48.813015,,,287.983
bsh,1001620,3,4,11,4,9,48.813015,7,1.43693,335.017
bsh,1001620,3,1,3,1,9,48.813015,14.9833,1.43693,794
bsh,1001620,4,1,0,1,9,48.813015,,,287.983
bsh,1001620,4,4,11,4,9,48.813015,7,1.43693,335.017
bsh,1001620,4,1,3,1,9,48.813015,14.9833,1.43693,794
bsh,1001620,5,1,0,1,9,48.813015,,,287.983
